StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q4,Q37,Q7,Q46,Q47,Q48,Q176,Q91,Q56,Q57,Q57_5_TEXT,Q58,Q58_13_TEXT,Q59,Q59_13_TEXT,Q90,Q61,Q104,Q62,Q67,Q69,Q71,Q72,Q107,Q116,Q108,Q114,Q109,Q110,Q111,Q112,Q113,privacyScore,Q62_coded,Q104_coded,Q61_coded,Q62_coded_old
11/15/21 8:14,11/15/21 8:22,0,100,499,1,11/15/21 8:22,R_yVJivP2TRPJcO3v,anonymous,EN,1,1,1,2,6,2,3,8,1,1,,"2,5,7,12",,2,,23,I would use the mute button if someone was doing a presentation to avoid destruction.,If its an online seminar l would be cooking or ironing in the background.,It will show that the microphone has been muted.,23,random,"3,4","3,4",3,3,-3,5,3,1,3,3,2,1.875,"Indicator,","Cooking/eating,,","No interruption,","Visual/UI,"
11/15/21 8:12,11/15/21 8:23,0,100,620,1,11/15/21 8:23,R_1IQuO3sZZu8w7cD,anonymous,EN,1,1,1,1,4,1,3,8,2,1,,"2,4,11",,12,,23,Because I wanted to eat,"I usually eat, or I go and grab a glass of water",It shows me the mic with a line crossing it signalling it is not working,23,random,"3,4",4,3,3,3,5,3,3,3,3,3,3,"Indicator,","Cooking/eating,,","Hide Activities,","Visual/UI,"
11/15/21 8:14,11/15/21 8:23,0,100,508,1,11/15/21 8:23,R_d42erPmyS63uS6B,anonymous,EN,1,1,1,1,3,4,1,8,3,1,,"2,10",,10,,24,,I always press attention at the meeting,Stop recording my voice,23,random,4,4,1,1,2,5,2,1,1,2,1,1.375,"Disable Access,","Silent activities,,",",","disable,"
11/15/21 8:11,11/15/21 8:23,0,100,725,1,11/15/21 8:23,R_3D2rdlbA5GFqNMA,anonymous,EN,1,1,1,1,4,2,7,7,3,1,,"2,4,5",,2,,23,"To not distract fellow participants with my background noise...Since most of the online video meetings take place at home... And kids , dogs , and incoming cars and other noises can distract from the discussion going on during the meeting... 

Other times we might mute users with hot mics...That are causing distractions as well ","Kids may ask for assitance or enter the work space... Typing can also cause some noise ...Typing ,taking notes... Talkingto someone off camera",It mutes my own microphone,23,random,4,4,1,1,2,5,3,-1,1,2,1,1.25,"Generic,","Keyboard,Talking,","No interruption,","generic,"
11/15/21 8:13,11/15/21 8:23,0,100,575,1,11/15/21 8:23,R_1LMWoG87nPEWN7g,anonymous,EN,1,1,1,1,7,2,10,8,1,1,,"2,4,5,12",,2,,23,To listen without bringing noise to the speaker.,Eating ,It disables the mic receptor.,23,random,"3,4",4,2,1,2,5,2,2,2,2,2,1.875,"Disable Access,","Cooking/eating,,","No interruption,","disable,"
11/15/21 8:12,11/15/21 8:23,0,100,662,1,11/15/21 8:23,R_26eFtqp1Oo1P5v8,anonymous,EN,1,1,1,2,7,5,8,8,3,1,,2,,2,,23,To better paying attention and no noise,"Cooking, attending a group call",Any noise is avoided,22,Random,"2,4,5","3,4",2,2,2,5,2,1,2,1,1,1.625,"Generic,","Cooking/eating,,","No interruption,","generic,"
11/15/21 8:13,11/15/21 8:23,0,100,606,1,11/15/21 8:23,R_2P1iTqURSvpaOda,anonymous,EN,1,1,1,2,4,1,9,8,2,"1,4",,"2,4,5,10",,4,,23,I use it so that any background noise from my side is not heard by other participants in the meeting. Also to indicate that I have nothing to say during the meeting. ,"I eat, talk to people around me, use my phone at times, but most of the time i am taking notes from the meeting and listening attentively. ",The app switches off my mic so that there no sounds recorded from me during the meeting. It ensures that the one person talking can be heard almost very clearly without any disturbing sounds. ,23,random,"2,3,4,5","3,4",1,2,2,5,2,3,3,2,2,2.125,"Disable Access,","Cooking/eating,Talking,","No Talk,No interruption","disable,"
11/15/21 8:13,11/15/21 8:23,0,100,631,1,11/15/21 8:23,R_UMVFkx9HFRxE79T,anonymous,EN,1,1,1,1,7,2,5,8,3,3,,"2,4,5,10,12",,4,,23,To avoid extra meeting noise when I am not talking,Listen to speakers or do other important work on my laptop.,It mute audio from my computer and does not let other listeners any audio from my side.,23,random,"2,3,4,5",4,3,3,3,5,3,2,2,2,2,2.5,"Generic,Block Sending","Silent activities,,","No interruption,","generic,block sending"
11/15/21 8:11,11/15/21 8:23,0,100,724,1,11/15/21 8:23,R_3qP8A0ebB78yxnb,anonymous,EN,1,1,1,1,6,4,1,8,3,1,,"2,4",,4,,23,whenever i'm talking to somebody who doesn't belong to the meeting,work related,i'm muted so other people can't listen but i can still see and hear the meeting,23,random,4,4,3,2,3,5,2,3,3,3,3,2.75,"Block Sending,","Silent activities,,","Hide Activities,","block sending,"
11/15/21 8:12,11/15/21 8:23,0,100,682,1,11/15/21 8:23,R_3sJ2ZM1m333YtCp,anonymous,EN,1,1,1,2,7,1,1,8,1,3,,"2,4,5,12",,2,,23,It is useful to mute the noises from outside ,"Mostly I check my phone and browse apps such as facebook, twitter, instagram and sometimes i also eat ",Mute all the sound that are around me and my words so the other people in the call cant hear me ,23,random,"4,5",4,3,2,3,5,3,3,3,3,3,2.875,"Block Sending,Generic","Cooking/eating,,","No interruption,","block sending,generic"
11/15/21 8:09,11/15/21 8:24,0,100,856,1,11/15/21 8:24,R_D82ES03NkTFAbpD,anonymous,EN,1,1,1,1,4,1,3,8,1,1,,"2,4",,4,,23,To mute mysefl so that my backgroung noise may not affect the person speaking.,"Its usually sometimes I am cooking, but this only happens when I have a meeting after hours. Most of the time I attend my meeting I am sitting down and listening.",It mutes me so any sounds comming from my backgroung are not disturbing the speaker.,23,random,"2,4,5",4,3,2,3,5,3,3,3,3,3,2.875,"Block Sending,","Cooking/eating,,","No interruption,","block sending,"
11/15/21 8:15,11/15/21 8:24,0,100,499,1,11/15/21 8:24,R_AvOWQ7FOyMpZ60N,anonymous,EN,1,1,1,2,6,3,1,8,1,1,,"2,5",,5,,23,to avoid disturbances during meetings,taking notes,"when the mute button is on, others in the meeting cant hear any sound from me",23,random,"2,3,4,5","3,4",3,2,3,5,3,1,3,3,3,2.625,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:24,0,100,607,1,11/15/21 8:24,R_1eLWLBSl7urfQ81,anonymous,EN,1,1,1,1,6,3,3,8,2,1,,"2,4",,2,,23,To listen to another person talk whilst you are on the call.,I prefer to have a blank background when I am on call.,It makes everything that I do quiet and no sound can be heard.,21,random,"2,4,5",4,2,0,3,5,3,0,2,2,2,1.75,"Generic,","Silent activities,,","Generic,","generic,"
11/15/21 8:13,11/15/21 8:24,0,100,652,1,11/15/21 8:24,R_vHXaBocNL9h7lWp,anonymous,EN,1,1,1,1,5,2,3,8,1,"1,4",,"2,6,12",,2,,23,To avoid provoking sounds from my home,I put on some music or television,By squeezing the mute button I block my microphone to prevent you from hearing sounds coming from outside and interrupting the conference,23,random,4,4,2,2,3,5,2,2,3,2,3,2.375,"Block Sending,","Music,Watching TV,","No interruption,","block sending,"
11/15/21 8:11,11/15/21 8:24,0,100,760,1,11/15/21 8:24,R_2wH3JRP3Y635AQl,anonymous,EN,1,1,1,2,6,1,10,8,1,3,,"2,4,5",,2,,23,"I usually have other people working from home so to avoid unnecessary noises being heard by others and causing disruptions,i use the mute button ",I am either listening attentively  or doing house chores ,the app mutes my microphone and as a result no one can hear me or my surroundings ,23,random,4,4,3,-1,3,5,3,3,3,3,2,2.375,"Block Sending,","Physical Activity,,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:24,0,100,594,1,11/15/21 8:24,R_3e2jDM2shlsbv9y,anonymous,EN,1,1,1,2,6,1,2,8,3,"1,4",,"2,4",,4,,23,So that i can hear others clearly and that my background sound doesn't disturb them,Sometimes cooking,It prevents other participants from hearing any sounds coming from my side ,23,random,4,4,3,3,-2,5,3,2,2,2,0,1.625,"Block Sending,","Cooking/eating,,","No interruption,","block sending,"
11/15/21 8:12,11/15/21 8:24,0,100,708,1,11/15/21 8:24,R_Q49wxN0N3nLPsdz,anonymous,EN,1,1,1,2,6,1,3,8,1,1,,"2,4",,2,,23,because of my background noise,i will be listening to our leaders,other participants don't hear me,23,random,4,4,3,2,3,5,3,3,2,3,2,2.625,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:25,0,100,661,1,11/15/21 8:25,R_1pXT5Lagu2dayCC,anonymous,EN,1,1,1,1,3,4,10,8,1,1,,4,,4,,23,"during the meeting, there was a lot of noise . with mute button, it's more clear. also beacause it was not request to talk from my side",maybe watching phone,the button switch off the microphone,23,random,"2,3,4,5","4,5",1,1,2,5,2,1,2,2,2,1.625,"Disable Access,","Silent activities,,","No Talk,No interruption","disable,"
11/15/21 8:14,11/15/21 8:25,0,100,623,1,11/15/21 8:25,R_2aVVNayzQnPYsOu,anonymous,EN,1,1,1,1,6,1,4,8,3,1,,"2,4,5",,4,,23,"When working at home, my younger brother usually makes a lot of noise so I mute so that the noise does not disturb the session.","I usually make notes of what the speaker is saying, sometimes I just play video or chat on WhatsApp.",It shows a microphone icon with a slanted dash on the bottom of the screen to show that my mic has been muted. All the participants can see if my mic is muted.,23,random,"4,5",4,2,1,3,5,3,3,3,3,2,2.5,"Indicator,","Online Videos/game,,","No interruption,","Visual/UI,"
11/15/21 8:14,11/15/21 8:25,0,100,650,1,11/15/21 8:25,R_3rG2frQmjYVV0k4,anonymous,EN,1,1,1,1,2,1,6,8,1,1,,"2,5",,5,,23,"I using it when i have to do something what could distract others, sneezing for example.","watching live streams, listening podcasts","turns off my microphone
",23,random,4,4,1,-2,-1,5,2,2,3,2,-2,0.625,"Disable Access,","Online Videos/game,,","No interruption,","disable,"
11/15/21 8:10,11/15/21 8:25,0,100,905,1,11/15/21 8:25,R_W6egvAebyJB8nYt,anonymous,EN,1,1,1,2,6,3,10,8,1,1,,2,,2,,24,,"It can be cooking or doing my work on Prolific, cleaning or folding laundry or eating",I think the app keeps on running but no sound in play,22,random,4,4,1,1,2,5,1,0,2,1,-1,0.875,"Generic,","Cooking/eating,Cleaning/Vacuum,Cooking/eating",",","generic,"
11/15/21 8:14,11/15/21 8:25,0,100,649,1,11/15/21 8:25,R_6WPytSCcopLrBwB,anonymous,EN,1,1,1,1,6,5,7,8,3,1,,"2,4",,2,,23,for participants not to hear the background noise of my microphone,"homemade noises not caused by me but by those who live with me, kitchen noises, vacuum etc.","when I press the audio mute button, the application stops transmitting my audio",23,random,"2,3,4,5","3,4",3,3,3,5,3,3,3,3,3,3,"Block Sending,","Cooking/eating,Cleaning/Vacuum,","No interruption,","block sending,"
11/15/21 8:13,11/15/21 8:25,0,100,753,1,11/15/21 8:25,R_1DHxBBVbI4XMliB,anonymous,EN,1,1,1,2,6,1,2,8,2,4,,"2,4,5",,2,,23,To not bother the other assistants with the background noise of my home while I am not speaking,"Watching TV, overall conversations",The other attendants cannot hear anything coming from my microphone source,23,random,"2,4","2,3,4",3,2,3,5,3,1,2,1,0,1.875,"Block Sending,","Watching TV,Talking,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:26,0,100,695,1,11/15/21 8:26,R_bvjxVmcwbQZr2Kd,anonymous,EN,1,1,1,2,6,3,1,8,1,3,,"2,4",,2,,23,"In the meetings we are more than 7 at a given time. I mute my calls to avoid interrupting the speaker and only unmute when i need to speak, give my input or respond. ","I usually do not do any other activities, however, i do have children. There are certain times when the children are playing and the noise affects my work. I have had to make a sandwich or attend to one of the children for a brief period.",To the best of my knowledge the mute button switches of my mic.,23,random,4,4,2,3,2,5,3,0,2,-1,1,1.5,"Disable Access,","Talking,,","No interruption,","disable,"
11/15/21 8:10,11/15/21 8:26,0,100,966,1,11/15/21 8:26,R_p5xAirt8qnVBxER,anonymous,EN,1,1,1,1,4,2,2,8,2,1,,2,,2,,23,If there's a disruption on my end that I would not like anyone else to hear or if we're a big group and we're listening to the person holding the meeting.,Phone call or someone else in the room accidently making a disruptive noise.,The audio icon is overlaid with a slash.,23,random,"2,3,4","3,4",2,3,2,5,2,1,2,2,1,1.875,"Indicator,","Talking,,","No interruption,","Visual/UI,"
11/15/21 8:14,11/15/21 8:26,0,100,776,1,11/15/21 8:26,R_3eApbkIdWDCflNT,anonymous,EN,1,1,1,2,6,2,1,8,2,1,,"2,4,5,12",,4,,23,"Because I want to make sure that when I am not contributing to the meeting, my background sounds and noise is not disrupting the meeting.","Typing, checking messages and emails, browsing through my social media on my phone or computer.","When I press the button, the app shows me and other participants that I am on mute. When I speak a pop-up message comes up to remind me that I am on mute and should unmute myself.",23,random,"2,3,4,5","2,3,4,5",3,2,3,5,3,1,2,2,1,2.125,"Indicator,Sound Detection","Keyboard,,","No interruption,","Visual/UI,sound detection"
11/15/21 8:10,11/15/21 8:27,0,100,1024,1,11/15/21 8:27,R_XKViyVBGveosPsZ,anonymous,EN,1,1,1,2,6,3,7,8,2,1,,"2,4",,2,,23,"If it's not my turn to speak, I mute the sound so that any sound coming from my background will not be heard",Mobile phone notifications or mobile ringing.,It mutes any sound coming from my side.,23,random,"3,4","3,4",3,3,2,5,2,2,2,2,0,2,"Block Sending,","Music,,","No interruption,","block sending,"
11/15/21 8:13,11/15/21 8:27,0,100,805,1,11/15/21 8:27,R_2P0dmSVbqraLTXw,anonymous,EN,1,1,1,1,4,1,9,8,2,1,,"2,4,5",,2,,23,"Meeting setup, one person speaks at a time. When someone else speaks, I mute, and when I speak I unmute.",I'd be taking notes,It completely mutes my sound from the other participants,23,random,4,4,3,3,3,5,3,2,3,2,1,2.5,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:12,11/15/21 8:28,0,100,935,1,11/15/21 8:28,R_2ZNqRfwpxZ70W9d,anonymous,EN,1,1,1,1,7,2,2,8,1,1,,4,,4,,23,To avoid surrounding noise ,none,mute the microphone ,23,random,"3,4",4,2,1,3,5,2,1,2,1,2,1.75,"Generic,","Silent activities,,","No interruption,","generic,"
11/15/21 8:09,11/15/21 8:28,0,100,1158,1,11/15/21 8:28,R_1K1tsJQrYaYSzon,anonymous,EN,1,1,1,2,4,2,3,8,3,1,,"2,4,5",,2,,24,,"i dont't use the mute button, normally we not allowed to leave the meeting for any reason unless it's an emergency or bathroom","if i am muted ,indicates a red line through my microphone,the participates can not hear my audio",23,random,"3,4,5","3,4,5",2,2,3,5,2,3,3,3,3,2.625,"Indicator,Block Sending",",,",",","Visual/UI,block sending"
11/15/21 8:13,11/15/21 8:29,0,100,924,1,11/15/21 8:29,R_3CNlSMHsK2u6ERr,anonymous,EN,1,1,1,2,6,1,3,8,1,1,,"2,4,12",,4,,23,So that my background noises would not bother other participants of the meeting.,"Snacking, chores (e.g. folding laundry), journaling",It disables the microphone of my device.,23,random,4,4,2,2,3,5,3,1,3,2,2,2.25,"Disable Access,","Cooking/eating,Physical Activity,","No interruption,","disable,"
11/15/21 8:14,11/15/21 8:29,0,100,915,1,11/15/21 8:29,R_Ycfmzepv55ybplf,anonymous,EN,1,1,1,2,4,2,3,8,3,1,,"2,4,5",,5,,24,,i have never muted a video during the video meeting.,i guess it cuts off the microphone sound coming from my side yet i can hear the other person i am in the video meeting with.,23,random,"2,4,5","2,4",3,3,3,5,3,2,2,3,3,2.75,"Block Sending,Disable Access",",,",",","block sending,Cut"
11/15/21 8:15,11/15/21 8:29,0,100,892,1,11/15/21 8:29,R_1gC2pQNhsVXt2mu,anonymous,EN,1,1,1,1,4,1,9,8,1,"1,4",,"2,4,5,12",,2,,23,Because sometimes i dont want to be heard.,Talking to others ora take a phonecall.,It gets muted,21,Random,4,4,2,2,2,5,2,2,1,2,2,1.875,"Generic,","Talking,,","Hide Activities,","generic,"
11/15/21 8:17,11/15/21 8:30,0,100,755,1,11/15/21 8:30,R_12EHpybXas4eSWZ,anonymous,EN,1,1,1,2,2,1,10,8,1,1,,"2,5,13",Teams,13,Teams,23,so as not to disturb the speaker,"I take notes, listen or clean [if nothing important is happening]","the application mutes my microphone, the mute icon appears next to my avatar",23,random,4,4,2,1,3,5,3,3,3,2,3,2.5,"Indicator,","Cleaning/Vacuum,,","No interruption,","Visual/UI,"
11/15/21 8:11,11/15/21 8:30,0,100,1166,1,11/15/21 8:30,R_3k6XcVSg3K89TGF,anonymous,EN,1,1,1,1,6,3,2,8,2,1,,"2,3,4",,4,,23,So my surronding is not heard by the speaker,Eat and sometimes check my smartphone for personal emails.,Turns off my microphone.,23,random,"3,4,5",4,2,2,1,5,3,1,2,2,2,1.875,"Disable Access,","Cooking/eating,,","Hide Activities,","disable,"
11/15/21 8:14,11/15/21 8:30,0,100,968,1,11/15/21 8:30,R_3EiLPQixiDHufL3,anonymous,EN,1,1,1,1,3,1,10,8,3,1,,"2,4,5",,4,,23,because the lecturer was speaking,i normally make myself something to eat ,it disables me from speaking to the class so i can speak without anyone in the class hearing,23,random,4,4,1,1,2,5,3,1,1,2,1,1.5,"Block Sending,","Cooking/eating,,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:31,0,100,997,1,11/15/21 8:31,R_2qCzOFtfJZBvwzo,anonymous,EN,1,1,1,2,4,2,10,8,3,"1,4",,"2,4,5,13",WhatsApp,2,,23,"I enter the meeting on mute and remain muted until I am required to verbally participate. This is to minimise any background noise on my side which may cause a disturbance to the class or members of the meeting, interfering with overall clarity and audibility.","Other members of the household may be working or attending an online meeting as well, watching television or having a conversation. ","The app mutes my microphone preventing participants in the meeting from hearing any audio from my side, or through my laptops audio device (microphone).",23,random,4,4,2,2,2,5,3,2,2,2,1,2,"Block Sending,","Watching TV,Talking,","No interruption,","block sending,"
11/15/21 8:14,11/15/21 8:31,0,100,1037,1,11/15/21 8:31,R_DpByUik0PMciJQR,anonymous,EN,1,1,1,1,7,2,3,8,1,1,,"2,4,5,6,12",,4,,23,To not bother coleagues with noises,"Cooking, talking, going to the bathroom",Stop recording sound,23,random,4,4,1,1,2,5,2,-1,0,0,1,0.75,"Disable Access,","Cooking/eating,Talking,Bathroom","No interruption,","MicToApp,"
11/15/21 8:26,11/15/21 8:31,0,100,315,1,11/15/21 8:31,R_3O2IRgDGXxNAe5E,anonymous,EN,1,1,1,1,7,2,2,8,3,1,,"2,12",,2,,23,Usually it's so the other people in the meeting don't hear any background noise,"None, i just focus on the meeting during the whole time ",The app mutes my microphone so other people don't hear any noise coming from me during the meeting ,21,random,"2,3,4,5",4,2,1,3,5,3,1,3,3,3,2.375,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:12,11/15/21 8:33,0,100,1261,1,11/15/21 8:33,R_2t5XCUhdJaWwa6N,anonymous,EN,1,1,1,2,4,1,2,8,3,1,,"2,4,5,7,11,12",,2,,23,"So that people won't hear my background noise, voice or breathing when I am not speaking.","Nothing, I am usually paying attention to the meeting.",It stops any kind of sound that my mic could receive from delivering to the speakers of others at the meeting.,23,random,"2,3,4,5",4,-3,-3,3,5,3,3,3,3,3,1.5,"Block Sending,","Silent activities,,","No interruption,","block sending,"
11/15/21 8:11,11/15/21 8:34,0,100,1386,1,11/15/21 8:34,R_3DhE6Rr1kLs67gI,anonymous,EN,1,1,1,1,4,1,10,8,1,"1,3",,"2,4,12",,12,,23,when i don't want to make noise,"bathroom, cooking, watching videos.",make a noise to alert,21,random,4,4,1,0,2,5,2,2,1,2,2,1.5,"Indicator,","Bathroom,Cooking/eating,Online Videos/game","No interruption,","Visual/UI,"
11/15/21 8:22,11/15/21 8:39,0,100,1010,1,11/15/21 8:39,R_12MbElBZYaDJnjX,anonymous,EN,1,1,1,1,7,2,1,8,1,3,,"3,13",Fuze,13,Fuze,23,To not capture noise when I'm not talking,"Facebook scroll, Programming",Make a sound to confirm mute operation. And no one hear what I say,23,random,"3,4","3,4",3,3,3,5,3,0,2,0,0,1.75,"Indicator,Block Sending","Keyboard,,","No interruption,","Visual/UI,block sending"
11/15/21 8:16,11/15/21 8:39,0,100,1388,1,11/15/21 8:39,R_2f1xReDDN9fnKWv,anonymous,EN,1,1,1,1,6,2,9,8,1,1,,"2,4",,4,,23,"to avoid causing distractions, disturbance and nuisance.",a barking dog and kids were often distractive during my video meetings so I would mute my video meeting app immediately after talking and most of the time I'd be multi tasking and i'd be involved in more than one video meeting ,The app would switch off the mic while the video is ongoing and the colleagues would not hear anything in the background but I would hear them.,23,random,"2,3,4",4,3,-3,3,5,3,2,2,3,2,1.875,"Disable Access,Block Sending","Dog Barking,Talking,","No interruption,","disable,block sending"
11/15/21 8:15,11/15/21 8:41,0,100,1517,1,11/15/21 8:41,R_1FxkBe4wlH53DES,anonymous,EN,1,1,1,2,3,1,9,8,3,4,,"2,5,13",Blackboard,5,,23,Since the video meetings consist of a number of participants the lecturer always requires that we mute our microphone so that we are able to hear everything in the meeting and so that noises of different places does not disrupt the session.,Depending on the day sometime I attentively attend a group meeting (visual class) whereby my roommate is cooking or watching TV then any and every noise that is made could disrupt the video meeting if I do not mute my microphone.,"When I press the mute button, my microphone is muted and disabled on the app from picking up any sound waves from where I am.",23,random,4,"2,4",3,2,3,5,3,2,1,3,3,2.5,Disable Access,"Watching TV,,","No interruption,","disable,MicToApp"
11/15/21 8:12,11/15/21 8:51,0,100,2345,1,11/15/21 8:51,R_1r3yMU7wewVsRYD,anonymous,EN,1,1,1,1,4,3,3,8,3,3,,"2,5",,5,,23,not to disturb the meeting,do work tasks,mute the input of my microphone,23,random,4,4,3,3,3,5,3,2,3,3,3,2.875,"Generic,","Silent activities,,","No interruption,","generic,"
11/15/21 8:12,11/15/21 9:20,0,100,4045,1,11/15/21 9:20,R_3lry2PazlJIazTj,anonymous,EN,1,1,1,2,6,2,10,8,1,1,,4,,4,,23,To avoid background noise when someone else is speaking ,"Making a cup of tea, answering the door ",Mutes my microphone so other people in the meeting can’t hear what I’m saying/doing or any background noise from my house,23,random,4,4,3,3,3,5,3,0,1,0,0,1.625,"Block Sending,","Cooking/eating,Talking,","No interruption,","block sending,"
11/15/21 10:49,11/15/21 10:54,0,100,299,1,11/15/21 10:54,R_2fvNm76TOSqDcGy,anonymous,EN,1,1,1,1,3,1,3,8,1,1,,"2,3,4,5",,4,,23,environmental noises,continue to work,"mute the microphone and if I speak, he advises me that i have the mute",23,random,"3,4",4,0,1,1,5,2,3,2,3,3,1.875,"Generic,Sound Detection","Silent activities,,","No interruption,","generic,sound detection"
11/15/21 11:54,11/15/21 12:00,0,100,363,1,11/15/21 12:00,R_1Nqfdy2GhTSWvJU,anonymous,EN,1,1,1,1,4,2,10,8,4,1,,"2,12",,2,,23,During phone calls that might be important.,Mostly phone calls.,It cuts off my microphone.,21,random,"2,3,4,5",4,3,3,3,5,3,3,3,3,2,2.875,"Disable Access,","Talking,,","Hide Activities,","Cut,"
11/15/21 11:53,11/15/21 12:03,0,100,586,1,11/15/21 12:03,R_3s62mdpE6F1Y3Gk,anonymous,EN,1,1,1,3,4,1,1,8,3,"1,2",,"2,4,5,12",,12,,23,"I talk to myself, even with headphones on. I don't want others to hear it. I cover my mouth with my hand when that happens.","Talking, loud video watching, cat activity (meows, ocassional falling and crashing of items), cleaning (including vacuuming)","Preferably, it ignores all audio input from any source. I do not trust that the app does it properly, though, which means I turn off my microphone by a hardware switch, when I remember. But I don't want to need to remember.",23,random,"3,4",4,3,3,3,5,2,3,3,3,3,2.875,"Suspicious,Correct","Talking,Cleaning/Vacuum,Watching TV","Hide Activities,","suspicious,correct"
11/15/21 11:56,11/15/21 12:09,0,100,767,1,11/15/21 12:09,R_TjRXYHqrOF0eV8J,anonymous,EN,1,1,1,1,3,1,9,8,2,1,,"2,4,5,12",,12,,23,"i mute because, to do my private affairs","Family with family or friends, or I watch movies",the app switches off your microphone when you click it,23,random,"3,4,5",4,1,2,-1,5,3,0,1,1,1,1,"Disable Access,","Watching TV,Talking,","Hide Activities,","disable,"
11/19/21 10:49,11/19/21 10:54,0,100,270,1,11/19/21 10:54,R_6R9AZPhfAgalWBr,anonymous,EN,1,1,1,2,4,1,11,8,1,3,,"2,4,12",,2,,23,to listen to the speaker,"cook, do homework, take notes",It mutes my microphone and does not allow others to hear what is happening around me and I can only hear the person with the microphone on,21,random,"1,2,4",4,3,3,2,5,3,3,3,3,3,2.875,"Block Sending,","Cooking/eating,,","No Talk,","block sending,"
11/19/21 10:48,11/19/21 10:55,0,100,417,1,11/19/21 10:55,R_2SqOKmVxZlk2bN6,anonymous,EN,1,1,1,2,6,2,1,8,2,1,,"2,4,13",Skype for business,4,,23,Because I don't want background noises to interfere with the audience and also to feel safe that the audience won't here anything I don't want to share with them,"Eating, taking care of my cat, ironic comments from the meeting I say to myself","The app button shows that I'm on mute and my headset says ""mute on""",23,random,"4,5",4,3,3,3,5,0,3,3,3,3,2.625,"Indicator,","Cooking/eating,,","Hide Activities,Comfort","Visual/UI,"
11/19/21 10:52,11/19/21 10:56,0,100,223,1,11/19/21 10:56,R_10PEHxRPbZCttOQ,anonymous,EN,1,1,1,1,6,1,10,8,1,1,,"2,5,8",,2,,23,Very frequently,"Look at apps on my phone like Instagram, TikTok, Whatsapp. I sometimes watch youtube videos or lay in bed.",It mutes my microphone so no one can hear me.,23,random,4,4,3,3,3,5,3,1,1,2,2,2.25,"Block Sending,","Silent activities,,","Generic,","block sending,"
11/19/21 10:53,11/19/21 10:56,0,100,218,1,11/19/21 10:56,R_1HiCyo3yjmr9gyp,anonymous,EN,1,1,1,2,6,3,3,8,1,1,,"2,4,5,13",skype,13,skype,23,there is a background noise and i don't want it to be heard,I ususally concentrate on the video meeting and do nothing else,it mutes my sound,23,random,4,4,3,3,3,5,3,2,2,2,2,2.5,"Generic,","Silent activities,,","Hide Activities,","generic,"
11/19/21 10:48,11/19/21 10:57,0,100,567,1,11/19/21 10:57,R_1mdRxyPsYraEAhK,anonymous,EN,1,1,1,1,4,3,10,8,4,"1,2",,"2,4,5",,2,,23,So that my microphone doesn't make disturbing noises or feedback when i'm not the one who's talking.,"Despite beeing muted, i dedicate my full attention to the meeting.","It ""kills"" the microphone input.",23,random,"2,3,4","3,4",3,3,3,5,3,3,3,3,3,3,"Disable Access,","Silent activities,,","No interruption,","disable,"
11/19/21 10:54,11/19/21 10:57,0,100,213,1,11/19/21 10:57,R_zdmBrwRcKk7c6KB,anonymous,EN,1,1,1,1,6,1,3,8,1,1,,"2,4,10,12,13",WeChat,13,WeChat,23,To avoid  unwanted sounds and to keep everything organised,"E-Mails, Social Media, sometimes Laundry ",disables the input from my mic,23,random ,"2,4,5",4,2,3,3,5,2,3,2,3,1,2.375,"Disable Access,","Cleaning/Vacuum,,","No interruption,","disable,"
11/19/21 10:50,11/19/21 10:57,0,100,443,1,11/19/21 10:57,R_w6T7odIh2TVod1f,anonymous,EN,1,1,1,2,3,1,11,8,1,1,,"2,4,12",,4,,23,Because if weren't talking you were supposed to be muted during classes so you wouldn't disrupt the class by random noises,"doing my nails, eating, cooking, reading something online, playing video games, playing games on my phone ",it mutes any sound coming from me or my environment in general,23,random,"2,3,4,5",4,3,3,3,5,3,3,3,3,3,3,"Generic,","Cooking/eating,Online Videos/game,","No interruption,","generic,"
11/19/21 10:52,11/19/21 10:58,0,100,359,1,11/19/21 10:58,R_aVQHbsxc3CTXwul,anonymous,EN,1,1,1,2,6,2,1,8,1,1,,"2,3,4,5,6",,5,,23,To avoid other people hear background noises when I'm not speaking,"Cooking, walking, eating.",deactive my microphone,23,random,"2,3,4,5",4,3,2,2,5,2,0,-1,3,1,1.5,"Disable Access,","Cooking/eating,Physical Activity,Cooking/eating","Hide Activities,","disable,"
11/19/21 10:54,11/19/21 10:58,0,100,237,1,11/19/21 10:58,R_2w7fYdzj7cAI0Q7,anonymous,EN,1,1,1,1,6,1,11,8,1,1,,"2,4,12",,12,,23,When I don't other people to listen to what I'm saying,Watch Youtube videos,Blocks input sound,23,random,"3,4","3,4",2,2,3,5,2,2,3,3,2,2.375,"Disable Access,","Online Videos/game,,","Hide Activities,","disable,"
